<DATETIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20120613000000,5.93,5.93,5.93,5.93,0.0
20120614000000,5.95,5.95,5.95,5.95,0.0
20120615000000,6.5,6.5,6.5,6.5,0.0
20120616000000,6.4,6.4,6.4,6.4,0.0
20120617000000,6.16,6.16,6.16,6.16,0.0
20120618000000,6.31,6.31,6.31,6.31,0.0
20120619000000,6.5,6.5,6.5,6.5,0.0
20120620000000,6.67,6.67,6.67,6.67,0.0
20120621000000,6.68,6.68,6.68,6.68,0.0
20120622000000,6.55,6.55,6.55,6.55,0.0
20120623000000,6.43,6.43,6.43,6.43,0.0
20120624000000,6.35,6.35,6.35,6.35,0.0
20120625000000,6.3,6.3,6.3,6.3,0.0
20120626000000,6.42,6.42,6.42,6.42,0.0
20120627000000,6.65,6.65,6.65,6.65,0.0
20120628000000,6.61,6.61,6.61,6.61,0.0
20120629000000,6.65,6.65,6.65,6.65,0.0
20120630000000,6.69,6.69,6.69,6.69,0.0
20120701000000,6.63,6.63,6.63,6.63,0.0
20120702000000,6.76,6.76,6.76,6.76,0.0
20120703000000,6.45,6.45,6.45,6.45,0.0
20120704000000,6.51,6.51,6.51,6.51,0.0
20120705000000,6.67,6.67,6.67,6.67,0.0
20120706000000,6.65,6.65,6.65,6.65,0.0
20120707000000,6.76,6.76,6.76,6.76,0.0
20120708000000,6.8,6.8,6.8,6.8,0.0
20120709000000,7.02,7.02,7.02,7.02,0.0
20120710000000,7.2,7.2,7.2,7.2,0.0
20120711000000,7.15,7.15,7.15,7.15,0.0
20120712000000,7.76,7.76,7.76,7.76,0.0
20120713000000,7.67,7.67,7.67,7.67,0.0
20120714000000,7.54,7.54,7.54,7.54,0.0
20120715000000,7.62,7.62,7.62,7.62,0.0
20120716000000,8.5,8.5,8.5,8.5,0.0
20120717000000,8.8,8.8,8.8,8.8,0.0
20120718000000,9.11,9.11,9.11,9.11,0.0
20120719000000,8.87,8.87,8.87,8.87,0.0
20120720000000,8.52,8.52,8.52,8.52,0.0
20120721000000,8.85,8.85,8.85,8.85,0.0
20120722000000,8.41,8.41,8.41,8.41,0.0
20120723000000,8.45,8.45,8.45,8.45,0.0
20120724000000,8.6,8.6,8.6,8.6,0.0
20120725000000,8.8,8.8,8.8,8.8,0.0
20120726000000,8.9,8.9,8.9,8.9,0.0
20120727000000,8.9,8.9,8.9,8.9,0.0
20120728000000,8.89,8.89,8.89,8.89,0.0
20120729000000,8.71,8.71,8.71,8.71,0.0
20120730000000,9.1,9.1,9.1,9.1,0.0
20120731000000,9.35,9.35,9.35,9.35,0.0
20120801000000,9.55,9.55,9.55,9.55,0.0
20120802000000,10.53,10.53,10.53,10.53,0.0
20120803000000,10.97,10.97,10.97,10.97,0.0
20120804000000,10.98,10.98,10.98,10.98,0.0
20120805000000,10.87,10.87,10.87,10.87,0.0
20120806000000,10.86,10.86,10.86,10.86,0.0
20120807000000,11.1,11.1,11.1,11.1,0.0
20120808000000,11.06,11.06,11.06,11.06,0.0
20120809000000,11.06,11.06,11.06,11.06,0.0
20120810000000,11.39,11.39,11.39,11.39,0.0
20120811000000,11.51,11.51,11.51,11.51,0.0
20120812000000,11.62,11.62,11.62,11.62,0.0
20120813000000,12.04,12.04,12.04,12.04,0.0
20120814000000,12.19,12.19,12.19,12.19,0.0
20120815000000,13.25,13.25,13.25,13.25,0.0
20120816000000,13.5,13.5,13.5,13.5,0.0
20120817000000,11.58,11.58,11.58,11.58,0.0
20120818000000,11.61,11.61,11.61,11.61,0.0
20120819000000,8.0,8.0,8.0,8.0,0.0
20120820000000,10.1,10.1,10.1,10.1,0.0
20120821000000,9.91,9.91,9.91,9.91,0.0
20120822000000,9.81,9.81,9.81,9.81,0.0
20120823000000,10.1,10.1,10.1,10.1,0.0
20120824000000,10.6,10.6,10.6,10.6,0.0
20120825000000,10.52,10.52,10.52,10.52,0.0
20120826000000,10.61,10.61,10.61,10.61,0.0
20120827000000,10.95,10.95,10.95,10.95,0.0
20120828000000,10.94,10.94,10.94,10.94,0.0
20120829000000,10.92,10.92,10.92,10.92,0.0
20120830000000,10.78,10.78,10.78,10.78,0.0
20120831000000,10.16,10.16,10.16,10.16,0.0
20120901000000,9.97,9.97,9.97,9.97,0.0
20120902000000,10.2,10.2,10.2,10.2,0.0
20120903000000,10.53,10.53,10.53,10.53,0.0
20120904000000,10.38,10.38,10.38,10.38,0.0
20120905000000,11.0,11.0,11.0,11.0,0.0
20120906000000,11.18,11.18,11.18,11.18,0.0
20120907000000,11.0,11.0,11.0,11.0,0.0
20120908000000,11.04,11.04,11.04,11.04,0.0
20120909000000,11.02,11.02,11.02,11.02,0.0
20120910000000,11.17,11.17,11.17,11.17,0.0
20120911000000,11.33,11.33,11.33,11.33,0.0
20120912000000,11.36,11.36,11.36,11.36,0.0
20120913000000,11.4,11.4,11.4,11.4,0.0
20120914000000,11.67,11.67,11.67,11.67,0.0
20120915000000,11.75,11.75,11.75,11.75,0.0
20120916000000,11.87,11.87,11.87,11.87,0.0
20120917000000,11.89,11.89,11.89,11.89,0.0
20120918000000,12.25,12.25,12.25,12.25,0.0
20120919000000,12.57,12.57,12.57,12.57,0.0
20120920000000,12.28,12.28,12.28,12.28,0.0
